longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_house_value,rooms_per_house,bedrooms_ratio,people_per_house,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
,-0.6251540521132309,-0.7483451159449465,1.2626720395489197,0.8464967377033454,1.0415240936846217,0.9088438162495084,0.9369394489028033,1.0389567319041473,-1.2254290429855503,0.3516147758873864,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.6690631533137954,0.6493067802953417,-0.8785651710482156,-0.7166299507392233,-1.2054500498188034,-0.9640419113068593,0.8030547919863541,0.15193703313849222,0.49083410851314957,-0.6905275141279201,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.8557054420552279,0.5932030022880425,-0.14222492088276462,-0.3835732656777707,-0.13143099624967217,-0.11004568040954815,0.48542088464055166,-0.1205394172964599,-0.7143617202967993,-0.09397280841185775,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.8014683990987765,1.1782509491200073,-0.9699087808677769,-0.8699983872146573,0.08769709360808906,-0.7246588995847926,0.028419046378313967,-0.7385278889494182,0.3048951259895145,2.292372475880356,,,,,
,1.1200052264719658,-3.116894932603156,0.9045623226020337,1.0593727175677472,0.8952450926462654,1.0271120919185128,-0.0034416366202431616,-0.29278360756443167,0.2835302345296672,-0.3599890852541102,,,,,
,0.5744388094145323,1.0021800924722006,0.0947705660710283,0.09469040124873335,-0.03661194509075607,0.04379424303088388,-1.9520369968504805,0.12017630479514904,-0.0939590524527793,-0.2480837738118937,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,0.9341378750942845,0.1470371819653525,-1.1892848923530868,-0.7770817411793636,-1.4611568743772392,-0.7597961374693717,1.550569817549241,-1.2273028419261875,1.3886470657587382,-1.807122170444509,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,1.29952641431603,-0.5330740369212243,-0.1845352557103777,-0.10477346271975244,-0.24593958486780804,-0.11374994568924794,0.1058039272131809,-0.22701713872394488,0.1664911341022995,-0.38862358201930086,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,0.8314940684863013,-0.6377181601139783,0.26519217807318124,-0.027394019242587504,0.5644952428380428,0.0893441982066186,0.7100772779631348,0.47377310706567366,-0.870707579730036,1.304708064215097,,,,,
,-0.920025484910319,-0.8656807260396502,-0.5640655152495694,-0.7274270782396426,-1.5243468148259534,-0.9435531896030072,-0.03468004704298916,0.987438048059072,-0.48160122023145124,-1.5290999443689504,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,0.9830122727972211,-0.9905914722908364,1.3099269601824017,1.0321970610866205,1.2088260490106044,1.2102618922718378,0.099293331656632,0.33634272438829643,-0.9180616006896548,-0.0072592503759599395,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,1.810189035035512,-0.8656807260396502,-1.1400232809647441,-1.03566752540124,-0.9519530278426664,-0.9233650468051865,-1.2832977210034182,-0.6737581556102852,0.3351284435401099,-0.13084622747207844,-0.9106706252286392,-0.7132449371243098,-0.012990299867646118,3.2981442526096467,-0.3781466509120355
,1.1859016982394572,1.0477220717329847,-0.01555389160252782,-0.35427514178680464,-0.37869232837791567,-0.3215612196635899,0.2183051109583674,0.8165639362671798,-0.9576008167850184,-0.19452116899018332,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,1.6956495602805406,0.4144195385847233,-0.9527117493579642,-1.1193566429132211,-1.1415799379413678,-1.0639088888356756,-1.347485624685796,0.21781944076652532,-0.45851245967701454,-0.26455504230439697,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,-0.9106706252286392,-0.7132449371243098,-0.012990299867646118,3.2981442526096467,-0.3781466509120355
,0.9118761551861962,-0.5330740369212243,1.0354498118636473,0.7841100740976076,0.5860269157989166,0.8101146095341456,1.7335431049918906,0.6638059239256899,-0.8335445519301762,-0.605973929151838,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.900209021162404,-2.764021620426297,2.1776627456306326,2.149486430423229,1.8919770733150632,2.107712351645324,1.1848232394560907,0.31626806109493844,-0.3667244923695945,-0.551265915567925,-0.9106706252286392,-0.7132449371243098,-0.012990299867646118,3.2981442526096467,-0.3781466509120355
,0.9918835958966205,1.3396314519982826,-0.1523161734277496,-0.007898280917792416,0.4505712529647448,0.14577672246822146,0.5205593996836309,-0.8251649729581846,0.36109533356489837,0.8150253232748876,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,0.8046161770630501,-2.4656714860731075,1.6845734631371678,1.5227808185785394,1.0278039499752094,1.572073117866611,1.0937733464883177,0.39795475378518996,-0.6685161221712502,-1.385963976300785,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.7768717337423179,0.5354242394792826,0.2971335473608065,0.47269102417954895,-0.03300120516073863,0.4429872878435473,1.4626238212527434,-0.3956572644854551,0.4117356214198813,-1.2473844395168467,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-1.316162466643431,-0.7483451159449465,0.6262837858219326,0.6741200118378866,0.4606466376075617,0.6039720280628105,0.23355593518280843,0.07809332252976595,-0.007351462317936675,-0.40073084368563855,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,0.3687459098270048,-0.7483451159449465,-0.01751539692873608,-0.2014847183242079,-0.13272368732521184,-0.048552471705205845,-1.0966892134939197,0.05855877498820203,-0.5802898277416642,-0.26024737453540403,-0.9106706252286392,1.4020428999213668,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.8754705678027968,0.9077494220958107,0.32833160119094784,0.43334525822967046,-0.0683126589690507,0.3214467754980889,0.8142695944683035,0.01611792055005196,0.19125000924356814,-1.0377984068077668,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,,,,,,,,,,,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-0.6837245149013775,1.0021800924722006,-0.7017193594853957,-0.49356934495033944,-0.20988035140621986,-0.5459704856693367,-1.7057368449695143,-0.4863598712447463,0.6220181895432199,0.8879110158579047,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-1.3975181156781127,-0.3393680257607883,0.28622301953296053,0.7415306827313197,0.9558874526823573,0.7716726204740154,-0.8643556884822049,-1.2775852675818797,1.3677230967345766,0.4912453561917084,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
,-1.3466256686316223,-3.116894932603156,0.3929734544915349,0.884322284157178,0.16468242059003801,0.9228861189158273,-0.5442057800178597,-1.3828571919558614,1.4884890016555208,-1.9009194498828117,1.098091859226197,-0.7132449371243098,-0.012990299867646118,-0.3032008073051241,-0.3781466509120355
